Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type Reclassify,Partition
303.400,312.300,1479,42.800,92,0,"1","1_Training"
303.400,312.300,1540,38.700,96,0,"1","1_Training"
303.500,312.400,1606,30.100,98,0,"2","2_Testing"
303.600,312.500,1286,62.400,101,0,"1","1_Training"
303.600,312.600,1502,39.500,103,0,"1","1_Training"
303.600,312.700,1699,31.500,105,0,"2","2_Testing"
303.500,312.600,1602,34.200,108,0,"1","1_Training"
303.600,312.600,1436,42.000,110,0,"3","2_Testing"
303.600,312.700,1765,27.500,115,0,"2","1_Training"
303.600,312.700,1418,44.100,118,0,"1","2_Testing"
303.700,312.700,1669,31.700,120,0,"2","1_Training"
303.700,312.700,1395,53.900,123,0,"1","2_Testing"
303.800,312.700,1500,41.700,125,0,"2","1_Training"
303.800,312.700,1555,33.400,128,0,"2","1_Training"
303.800,312.700,1919,20.200,131,0,"2","1_Training"
303.800,312.700,1596,36.600,134,0,"1","1_Training"
303.800,312.700,1374,53.600,136,0,"2","2_Testing"
303.700,312.500,1670,26.100,139,0,"1","2_Testing"
303.700,312.600,1702,29.100,141,0,"1","1_Training"
303.800,312.500,1366,45.100,143,0,"2","1_Training"
303.800,312.500,2344,15.200,146,0,"2","1_Training"
303.800,312.600,1768,23.900,149,0,"2","1_Training"
303.800,312.500,1523,47.000,152,0,"1","2_Testing"
303.800,312.600,1735,25.900,154,0,"1","1_Training"
303.900,312.700,1339,62.300,156,0,"1","1_Training"
303.900,312.700,1800,24.300,158,0,"1","2_Testing"
304.000,312.700,1456,51.200,160,0,"2","2_Testing"
303.900,312.700,1789,24.400,163,0,"1","2_Testing"
303.900,312.700,1602,33.900,165,0,"1","2_Testing"
303.800,312.700,1364,49.300,167,0,"2","2_Testing"
303.800,312.600,1793,28.100,170,0,"1","1_Training"
303.900,312.600,1426,53.400,172,0,"1","1_Training"
303.900,312.700,1485,43.300,174,0,"2","2_Testing"
303.900,312.700,1528,38.400,177,0,"1","2_Testing"
303.800,312.600,1565,36.000,179,0,"1","1_Training"
303.800,312.700,1838,27.800,181,0,"1","1_Training"
303.800,312.600,1811,24.900,183,0,"3","2_Testing"
303.800,312.700,1461,38.200,188,0,"1","2_Testing"
303.800,312.700,1414,41.700,190,0,"1","1_Training"
303.700,312.700,1426,45.500,192,0,"1","1_Training"
303.700,312.700,1540,44.800,196,0,"1","1_Training"
303.600,312.700,1429,47.700,198,0,"1","1_Training"
303.700,312.700,1612,36.300,200,0,"2","2_Testing"
303.700,312.800,1685,31.800,203,0,"2","1_Training"
303.700,312.800,1558,37.700,206,0,"2","2_Testing"
303.700,313.000,1811,24.300,209,0,"1","1_Training"
303.800,313.100,1869,25.800,211,0,"1","2_Testing"
303.800,313.000,1789,23.500,215,0,"2","2_Testing"
303.700,312.900,1502,40.500,0,0,"1","2_Testing"
303.700,313.000,1303,54.400,2,0,"2","1_Training"
303.900,313.200,1499,37.400,7,0,"1","1_Training"
303.900,313.200,1393,46.500,9,0,"1","2_Testing"
303.900,313.000,1475,41.000,11,0,"2","1_Training"
303.800,312.900,1573,34.600,14,0,"1","2_Testing"
303.800,312.900,1819,23.700,16,0,"1","1_Training"
303.500,312.600,1642,29.400,18,0,"2","1_Training"
303.600,312.600,1540,39.800,21,0,"1","1_Training"
303.600,312.800,1400,43.200,23,0,"2","2_Testing"
303.600,312.800,1825,25.200,29,0,"2","1_Training"
303.700,312.900,1532,41.300,32,0,"2","1_Training"
303.700,312.800,1832,23.600,35,0,"1","1_Training"
303.600,312.700,2174,17.600,37,0,"2","1_Training"
303.700,312.800,1627,31.700,40,0,"1","1_Training"
303.700,312.800,1437,51.300,42,0,"1","1_Training"
303.700,312.800,1364,46.300,44,0,"1","1_Training"
303.700,312.900,1444,52.700,46,0,"2","1_Training"
303.700,312.800,1366,47.300,49,0,"2","1_Training"
303.800,312.900,1442,48.300,52,0,"1","1_Training"
303.700,312.800,1488,42.800,54,0,"3","1_Training"
303.700,312.800,1523,40.700,59,0,"1","2_Testing"
303.700,312.800,1543,38.300,61,0,"1","1_Training"
303.700,312.800,1634,33.800,63,0,"2","1_Training"
303.800,312.900,1815,27.800,66,0,"2","1_Training"
303.800,312.900,1594,35.200,69,0,"2","2_Testing"
303.800,313.000,1452,38.600,72,0,"1","2_Testing"
303.900,313.000,1759,28.400,74,0,"1","2_Testing"
303.900,313.000,1408,47.500,76,0,"1","2_Testing"
303.900,313.000,1483,45.000,78,0,"1","1_Training"
303.900,313.000,1620,36.600,80,0,"2","1_Training"
304.000,313.100,1466,39.500,83,0,"2","1_Training"
304.100,313.100,1556,36.300,86,0,"1","1_Training"
304.000,313.000,1350,61.100,88,0,"1","1_Training"
304.000,313.100,1404,47.100,90,0,"1","1_Training"
304.000,313.000,1575,34.500,92,0,"2","1_Training"
303.900,313.100,1639,29.000,95,0,"1","1_Training"
303.900,313.100,1473,42.800,97,0,"2","1_Training"
303.900,313.200,1481,40.000,100,0,"1","1_Training"
304.000,313.300,1294,54.600,102,0,"1","1_Training"
303.900,313.200,1630,29.300,104,0,"2","1_Training"
303.900,313.200,1624,39.800,107,0,"2","1_Training"
303.900,313.100,1437,48.300,110,0,"2","2_Testing"
303.800,313.000,1514,45.000,113,0,"2","1_Training"
304.000,313.100,1694,31.400,116,0,"2","1_Training"
304.000,313.100,1564,50.900,119,0,"1","1_Training"
303.900,313.100,1514,41.100,121,0,"2","1_Training"
304.000,313.200,1500,40.600,124,0,"2","2_Testing"
304.000,313.200,1615,37.800,127,0,"1","1_Training"
304.100,313.200,1586,41.100,129,0,"2","2_Testing"
304.100,313.300,1732,28.500,132,0,"1","1_Training"
304.100,313.300,1689,32.500,134,0,"3","1_Training"
304.100,313.200,1586,34.600,139,0,"3","1_Training"
304.000,313.200,1314,47.100,144,0,"1","2_Testing"
304.100,313.200,1569,35.800,146,0,"1","1_Training"
304.100,313.200,1468,39.400,148,0,"1","1_Training"
304.100,313.200,1412,47.500,150,0,"1","1_Training"
304.100,313.200,1510,46.900,152,0,"2","2_Testing"
304.100,313.200,1410,42.400,155,0,"2","2_Testing"
304.100,313.300,1680,29.300,158,0,"2","2_Testing"
304.000,313.100,1472,45.500,166,0,"3","1_Training"
304.000,313.000,1701,30.400,171,0,"3","2_Testing"
303.900,313.000,1480,39.900,176,0,"1","1_Training"
303.900,313.000,1433,48.400,178,0,"1","1_Training"
303.800,312.900,1514,34.300,180,0,"1","1_Training"
303.800,312.900,1619,35.700,182,0,"1","2_Testing"
303.800,312.900,1378,45.600,184,0,"3","1_Training"
303.900,312.900,1430,53.500,189,0,"2","2_Testing"
303.800,312.900,1367,49.900,192,0,"1","2_Testing"
303.900,312.900,1526,42.500,194,0,"1","1_Training"
303.900,312.800,1419,47.900,196,0,"1","2_Testing"
304.000,312.800,1542,42.700,198,0,"1","2_Testing"
304.000,312.900,1313,53.900,202,0,"1","1_Training"
304.000,312.900,1495,46.600,0,0,"3","1_Training"
304.000,313.000,1407,42.100,5,0,"1","1_Training"
304.100,313.000,1566,37.200,7,0,"1","2_Testing"
304.100,313.100,1550,30.900,9,0,"1","1_Training"
304.200,313.200,1396,50.500,11,0,"2","1_Training"
304.300,313.300,1540,39.000,14,0,"2","1_Training"
304.200,313.200,1380,48.700,17,0,"2","2_Testing"
304.200,313.100,1608,31.100,20,0,"2","2_Testing"
304.200,313.000,1442,40.900,23,0,"3","1_Training"
304.100,313.000,1408,45.300,28,0,"1","2_Testing"
304.000,313.000,1454,46.800,30,0,"2","1_Training"
304.100,313.100,1666,34.600,33,0,"1","1_Training"
304.100,313.200,1366,46.600,35,0,"1","1_Training"
304.200,313.200,1464,44.900,37,0,"1","2_Testing"
304.300,313.300,1775,24.900,39,0,"1","1_Training"
304.300,313.400,1482,43.800,41,0,"2","2_Testing"
304.200,313.400,1411,54.800,44,0,"2","1_Training"
304.200,313.300,1410,51.600,47,0,"1","1_Training"
304.100,313.300,1494,39.000,49,0,"2","1_Training"
304.100,313.200,1590,43.400,52,0,"3","1_Training"
304.100,313.100,1327,54.100,57,0,"1","2_Testing"
304.100,313.100,1969,20.800,59,0,"1","1_Training"
304.000,313.000,1377,56.000,61,0,"2","1_Training"
304.000,313.000,1541,45.900,64,0,"1","2_Testing"
304.000,313.000,1685,28.200,66,0,"2","2_Testing"
304.000,313.100,1465,41.000,69,0,"1","1_Training"
303.900,313.100,1483,47.200,71,0,"2","2_Testing"
303.900,313.200,1570,40.700,74,0,"2","2_Testing"
303.900,313.200,1345,48.200,77,0,"1","1_Training"
303.900,313.200,1608,40.600,79,0,"2","2_Testing"
304.000,313.300,1415,52.800,82,0,"2","2_Testing"
304.100,313.500,1470,45.800,85,0,"2","1_Training"
304.100,313.500,1428,39.900,88,0,"2","1_Training"
304.200,313.500,1627,32.200,91,0,"3","1_Training"
304.200,313.400,1457,49.400,96,0,"1","1_Training"
304.200,313.400,1475,40.200,98,0,"1","1_Training"
304.200,313.500,1438,50.100,100,0,"1","1_Training"
304.200,313.500,1437,47.200,102,0,"2","2_Testing"
304.100,313.400,1518,42.400,105,0,"2","1_Training"
304.100,313.500,1587,33.600,108,0,"2","2_Testing"
304.100,313.400,1399,43.700,111,0,"1","1_Training"
304.100,313.500,1469,44.600,113,0,"1","2_Testing"
304.100,313.400,1374,56.600,115,0,"1","2_Testing"
304.000,313.300,1519,36.700,117,0,"1","1_Training"
303.900,313.200,1540,44.400,119,0,"1","1_Training"
303.900,313.300,1394,51.600,121,0,"1","1_Training"
304.000,313.400,1389,45.800,123,0,"2","1_Training"
304.000,313.500,1732,26.200,126,0,"2","1_Training"
304.100,313.600,1556,37.400,129,0,"1","1_Training"
304.100,313.600,1441,43.700,131,0,"2","1_Training"
304.100,313.600,1382,46.700,134,0,"1","1_Training"
304.200,313.800,1481,44.900,136,0,"2","1_Training"
304.200,313.700,2113,18.400,139,0,"2","1_Training"
304.200,313.800,1401,53.900,142,0,"1","1_Training"
304.100,313.600,1611,31.400,144,0,"1","1_Training"
304.200,313.600,1512,33.400,146,0,"2","1_Training"
304.200,313.600,1411,46.000,149,0,"1","1_Training"
304.200,313.600,1424,43.700,151,0,"2","1_Training"
304.200,313.600,1469,40.000,154,0,"1","1_Training"
304.200,313.500,1684,29.800,156,0,"3","1_Training"
304.200,313.500,1532,41.300,161,0,"2","1_Training"
304.200,313.500,1557,37.300,164,0,"2","1_Training"
304.300,313.500,1416,48.100,167,0,"2","1_Training"
304.300,313.500,1802,25.400,170,0,"1","1_Training"
304.300,313.500,2245,15.100,172,0,"2","2_Testing"
304.200,313.400,1434,42.500,175,0,"1","1_Training"
304.100,313.300,1725,28.300,177,0,"2","1_Training"
304.200,313.300,1668,35.700,180,0,"1","1_Training"
304.100,313.300,1452,43.900,182,0,"1","1_Training"
304.100,313.300,1415,50.000,184,0,"1","1_Training"
304.100,313.200,1824,25.800,186,0,"1","1_Training"
304.100,313.300,1438,45.500,188,0,"1","1_Training"
304.100,313.300,1883,24.500,190,0,"1","1_Training"
304.200,313.400,1735,28.900,192,0,"1","1_Training"
304.300,313.500,1464,36.700,194,0,"1","2_Testing"
304.300,313.600,1489,40.300,196,0,"2","1_Training"
304.400,313.600,1510,38.900,199,0,"2","1_Training"
304.300,313.600,1585,32.100,202,0,"2","2_Testing"
304.400,313.600,1568,39.100,0,0,"1","1_Training"
304.300,313.500,1525,42.000,2,0,"2","1_Training"
304.400,313.700,1607,33.500,5,0,"1","1_Training"
304.500,313.700,1670,32.900,7,0,"1","1_Training"
304.400,313.600,1585,38.900,9,0,"1","1_Training"
304.400,313.600,1569,38.400,11,0,"1","2_Testing"
304.400,313.600,1507,43.100,13,0,"1","2_Testing"
304.300,313.500,1452,41.500,15,0,"1","2_Testing"
304.300,313.500,1590,29.800,17,0,"1","2_Testing"
304.300,313.600,1409,56.000,19,0,"1","2_Testing"
304.300,313.500,2643,12.700,21,0,"1","1_Training"
304.200,313.400,1644,31.700,23,0,"1","2_Testing"
304.200,313.400,1568,37.600,25,0,"1","1_Training"
304.200,313.300,1625,37.300,27,0,"3","1_Training"
304.200,313.400,1482,41.400,32,0,"1","1_Training"
304.100,313.300,1397,49.600,34,0,"3","1_Training"
304.100,313.300,1459,50.300,39,0,"1","1_Training"
304.200,313.400,1490,44.000,41,0,"1","1_Training"
304.100,313.200,1434,50.100,43,0,"1","1_Training"
304.100,313.200,2028,18.900,45,0,"2","2_Testing"
304.200,313.300,1464,45.900,48,0,"1","1_Training"
304.200,313.400,1713,23.500,50,0,"2","2_Testing"
304.300,313.400,1624,32.100,53,0,"2","2_Testing"
304.200,313.400,1421,43.400,56,0,"1","1_Training"
304.200,313.500,1546,41.400,58,0,"3","1_Training"
304.200,313.400,1639,32.700,63,0,"1","1_Training"
304.100,313.400,1696,29.600,65,0,"3","1_Training"
304.100,313.300,1470,39.900,70,0,"1","1_Training"
304.100,313.300,1480,38.400,72,0,"2","1_Training"
304.200,313.400,1329,54.500,75,0,"2","2_Testing"
304.200,313.400,1740,28.200,78,0,"1","1_Training"
304.200,313.500,1739,28.100,80,0,"2","1_Training"
304.200,313.500,1390,47.800,83,0,"2","1_Training"
304.200,313.400,1740,23.700,86,0,"1","1_Training"
304.000,313.300,1844,27.100,88,0,"2","1_Training"
304.000,313.100,1388,53.200,91,0,"3","1_Training"
304.000,313.200,1517,43.100,96,0,"3","2_Testing"
304.000,313.100,1450,42.800,101,0,"2","2_Testing"
304.000,313.200,1584,38.700,104,0,"1","1_Training"
304.000,313.100,1720,28.700,106,0,"1","1_Training"
303.900,313.100,1586,31.900,108,0,"1","1_Training"
303.900,313.000,1901,22.500,110,0,"2","1_Training"
304.000,313.000,1397,42.400,113,0,"1","1_Training"
304.000,313.000,2012,21.100,115,0,"1","1_Training"
304.000,313.000,2354,15.000,117,0,"1","2_Testing"
304.000,313.100,1648,35.700,119,0,"1","2_Testing"
304.000,313.200,1632,30.600,121,0,"1","1_Training"
304.100,313.200,1427,46.900,123,0,"2","1_Training"
304.100,313.200,1452,48.000,126,0,"1","1_Training"
304.000,313.200,1416,46.000,128,0,"1","1_Training"
303.900,313.100,1310,62.900,130,0,"1","1_Training"
304.000,313.100,1408,39.800,132,0,"3","1_Training"
303.900,313.100,1668,34.400,137,0,"2","1_Training"
303.900,313.000,1551,36.800,140,0,"1","1_Training"
303.900,313.000,1517,36.000,142,0,"3","1_Training"
303.800,312.900,1570,35.800,147,0,"3","2_Testing"
303.800,312.800,1428,53.300,152,0,"1","2_Testing"
303.800,312.800,1503,40.000,154,0,"1","1_Training"
303.800,312.800,1416,58.700,156,0,"1","1_Training"
303.700,312.700,1396,47.300,158,0,"2","1_Training"
303.700,312.700,1335,51.100,161,0,"1","2_Testing"
303.700,312.600,1671,30.500,163,0,"2","1_Training"
303.700,312.700,1989,22.400,166,0,"1","2_Testing"
303.700,312.700,1468,43.300,168,0,"1","2_Testing"
303.700,312.600,1711,27.600,170,0,"3","1_Training"
303.800,312.700,1488,41.300,175,0,"2","1_Training"
303.800,312.700,1664,29.300,178,0,"1","1_Training"
303.800,312.700,1507,38.500,180,0,"2","1_Training"
303.700,312.600,1466,42.500,183,0,"1","1_Training"
303.700,312.500,1433,53.600,185,0,"1","1_Training"
303.700,312.500,1397,45.700,187,0,"1","2_Testing"
303.700,312.600,1429,43.300,189,0,"2","2_Testing"
303.700,312.700,1572,37.200,192,0,"1","2_Testing"
303.700,312.700,1532,42.700,194,0,"2","2_Testing"
303.700,312.700,1316,51.800,197,0,"2","1_Training"
303.800,312.800,1420,47.900,200,0,"2","2_Testing"
303.800,312.900,1589,37.200,203,0,"1","1_Training"
303.800,313.000,1633,32.900,207,0,"1","1_Training"
303.900,313.000,1626,31.400,209,0,"1","1_Training"
303.900,313.100,1665,29.600,0,0,"1","2_Testing"
303.900,313.200,1350,47.200,2,0,"2","1_Training"
303.900,313.200,1590,31.900,5,0,"1","1_Training"
304.000,313.200,1437,53.900,7,0,"2","1_Training"
303.900,313.000,1403,48.300,10,0,"1","2_Testing"
303.900,313.100,1440,41.100,12,0,"1","1_Training"
303.900,313.100,1343,61.400,14,0,"2","1_Training"
303.900,313.100,1790,26.700,17,0,"3","2_Testing"
303.800,313.100,2117,18.600,22,0,"2","2_Testing"
303.800,313.100,1458,42.200,25,0,"1","1_Training"
303.600,312.900,1381,57.800,27,0,"1","2_Testing"
303.600,312.900,1450,45.300,29,0,"1","1_Training"
303.700,312.900,1461,50.100,31,0,"1","1_Training"
303.700,312.900,1511,41.000,33,0,"2","1_Training"
303.800,313.100,1394,45.400,36,0,"1","1_Training"
303.800,313.000,1499,42.300,38,0,"1","1_Training"
303.700,313.000,1457,44.100,40,0,"1","1_Training"
303.700,313.000,1753,29.000,42,0,"1","1_Training"
303.700,313.000,1694,28.000,44,0,"1","1_Training"
303.700,313.100,1683,28.400,46,0,"1","1_Training"
303.700,313.100,1496,47.400,48,0,"1","1_Training"
303.700,313.100,1721,34.800,50,0,"1","2_Testing"
303.600,313.000,1593,31.600,52,0,"1","1_Training"
303.600,313.000,1575,38.300,54,0,"1","1_Training"
303.500,313.000,1465,41.000,56,0,"1","1_Training"
303.600,313.100,1405,38.300,58,0,"1","1_Training"
303.500,313.000,1902,21.600,60,0,"2","1_Training"
303.400,312.900,1422,39.900,63,0,"2","1_Training"
303.500,312.900,1332,52.900,66,0,"1","1_Training"
303.400,312.900,1307,54.300,68,0,"2","2_Testing"
303.500,313.000,1322,59.500,71,0,"1","1_Training"
303.500,313.000,1547,40.300,73,0,"1","1_Training"
303.500,313.100,1897,23.600,75,0,"1","1_Training"
303.500,313.000,1403,51.900,77,0,"2","1_Training"
303.500,313.000,1393,51.600,80,0,"1","1_Training"
303.500,313.000,1482,38.500,82,0,"1","1_Training"
303.500,312.900,1572,44.700,84,0,"2","1_Training"
303.500,312.900,1544,36.900,87,0,"1","1_Training"
303.500,313.000,1492,46.100,89,0,"2","1_Training"
303.400,312.800,1513,35.800,92,0,"1","1_Training"
303.400,312.800,1449,43.900,94,0,"1","1_Training"
303.500,312.800,1877,22.300,96,0,"1","2_Testing"
303.400,312.800,1376,53.400,98,0,"1","1_Training"
303.500,312.900,1883,23.300,100,0,"2","2_Testing"
303.400,312.800,1518,38.700,103,0,"2","2_Testing"
303.500,312.900,1438,42.800,106,0,"2","1_Training"
303.400,312.900,1389,54.100,109,0,"1","1_Training"
303.500,312.900,1504,44.800,111,0,"1","2_Testing"
303.500,312.900,1275,64.400,113,0,"1","1_Training"
303.600,313.000,1534,39.700,115,0,"1","1_Training"
303.600,313.000,1396,38.200,117,0,"2","1_Training"
303.600,313.100,1395,44.100,120,0,"1","2_Testing"
303.600,313.000,1617,30.900,122,0,"1","1_Training"
303.700,313.100,1423,41.200,124,0,"1","1_Training"
303.500,313.000,1606,34.000,126,0,"1","1_Training"
303.500,312.900,1501,44.000,128,0,"1","1_Training"
303.500,312.900,1618,30.400,130,0,"2","1_Training"
303.600,313.000,1522,35.800,133,0,"1","1_Training"
303.600,312.900,1480,41.400,135,0,"1","2_Testing"
303.700,313.000,1469,39.900,137,0,"2","1_Training"
303.800,313.200,1381,52.400,140,0,"3","1_Training"
303.800,313.200,1525,41.900,145,0,"1","1_Training"
303.800,313.200,1732,29.600,147,0,"2","1_Training"
303.800,313.100,1523,39.800,150,0,"1","1_Training"
303.800,313.100,1422,42.400,152,0,"1","1_Training"
303.800,313.200,1506,46.900,154,0,"3","1_Training"
303.800,313.200,1531,39.400,159,0,"1","1_Training"
303.900,313.300,1507,34.300,161,0,"2","1_Training"
303.900,313.300,1526,40.700,164,0,"1","2_Testing"
303.800,313.300,1406,52.100,166,0,"1","1_Training"
303.900,313.300,1567,35.000,168,0,"2","1_Training"
303.900,313.400,1464,49.100,171,0,"2","2_Testing"
303.900,313.400,1442,48.500,174,0,"1","1_Training"
303.800,313.200,1336,47.800,176,0,"1","2_Testing"
303.800,313.200,1379,50.200,178,0,"3","1_Training"
303.700,313.100,1406,48.600,183,0,"1","1_Training"
303.700,313.100,2130,18.100,185,0,"2","1_Training"
303.700,313.100,1355,49.100,188,0,"1","1_Training"
303.800,313.200,1710,26.500,190,0,"2","1_Training"
303.800,313.100,1309,55.800,193,0,"1","1_Training"
303.900,313.100,1491,37.200,195,0,"1","1_Training"
303.900,313.200,1481,44.100,197,0,"1","1_Training"
303.900,313.100,1425,49.300,199,0,"1","1_Training"
303.900,313.200,1680,29.100,201,0,"3","1_Training"
304.000,313.200,1612,31.700,206,0,"3","1_Training"
304.000,313.300,1530,34.800,211,0,"1","1_Training"
304.000,313.200,1481,42.600,213,0,"1","1_Training"
303.800,313.000,1427,43.000,0,0,"1","1_Training"
303.700,312.900,1460,49.800,2,0,"3","1_Training"
303.600,312.900,1873,23.500,7,0,"1","2_Testing"
303.700,312.900,1566,32.600,9,0,"2","1_Training"
303.600,312.800,1701,30.800,12,0,"1","1_Training"
303.600,312.800,1710,27.200,14,0,"1","1_Training"
303.600,312.800,1689,33.100,16,0,"2","1_Training"
303.600,312.700,1637,32.900,19,0,"1","1_Training"
303.500,312.600,1496,39.000,21,0,"1","1_Training"
303.500,312.700,1402,47.000,23,0,"2","1_Training"
303.400,312.700,1363,45.500,26,0,"1","2_Testing"
303.400,312.700,1576,49.900,28,0,"2","1_Training"
303.400,312.700,1357,55.300,31,0,"2","1_Training"
303.400,312.700,1399,48.400,34,0,"2","1_Training"
303.400,312.800,1526,30.800,37,0,"2","1_Training"
303.500,312.700,1694,27.300,40,0,"1","2_Testing"
303.500,312.700,1420,49.100,42,0,"2","1_Training"
303.500,312.700,2116,16.700,45,0,"2","1_Training"
303.700,312.900,1406,41.900,48,0,"2","1_Training"
303.700,313.000,1456,45.500,51,0,"1","1_Training"
303.600,312.900,1588,31.900,53,0,"1","1_Training"
303.700,312.800,1448,44.500,55,0,"1","1_Training"
